GO:0000375	108	Saccharomyces cerevisiae
GO:0000375	11	Caenorhabditis elegans
GO:0000375	148	Homo sapiens
GO:0000375	190	Drosophila melanogaster
GO:0000375	9	Plasmodium falciparum
GO:0000376	7	Saccharomyces cerevisiae
GO:0000377	101	Saccharomyces cerevisiae
GO:0000377	11	Caenorhabditis elegans
GO:0000377	148	Homo sapiens
GO:0000377	190	Drosophila melanogaster
GO:0000377	9	Plasmodium falciparum
GO:0000380	1	Homo sapiens
GO:0000380	51	Drosophila melanogaster
GO:0000381	1	Homo sapiens
GO:0000381	50	Drosophila melanogaster
GO:0000385	3	Saccharomyces cerevisiae
GO:0000386	3	Saccharomyces cerevisiae
GO:0000387	2	Saccharomyces cerevisiae
GO:0000387	8	Homo sapiens
GO:0000388	1	Saccharomyces cerevisiae
GO:0000389	4	Homo sapiens
GO:0000390	1	Drosophila melanogaster
GO:0000390	4	Saccharomyces cerevisiae
GO:0000391	1	Drosophila melanogaster
GO:0000391	4	Saccharomyces cerevisiae
GO:0000393	8	Saccharomyces cerevisiae
